Nume,Email,"Facturare - Judet",Tip,Cui,Industrie,"Creat La"
"Esoteric Com SRL",,,,RO15854826,,"2023-01-13 13:44:19"
"Expert Med SRL",,,,32026386,,"2023-01-13 13:44:19"
"Expertauto SRL",,,,RO18144556,,"2023-01-13 13:44:19"
"Flando SRL",,,,RO953619,,"2023-01-13 13:44:19"
"Floraria Lady Blue",,,,RO17042043,,"2023-01-13 13:44:19"
"Florida SRL",,,,RO949200,,"2023-01-13 13:44:19"
"Gebo Impex",,,,RO6533380,,"2023-01-13 13:44:19"
"General Club SRL",,,,RO16268868,,"2023-01-13 13:44:19"
"Grand Auto Glass SRL",,,,RO8100820,,"2023-01-13 13:44:19"
"Gt Grup SRL",,,,RO9365949,,"2023-01-13 13:44:19"
"Hufmed SRL (Dalcomp Business)",,,,RO32524674,,"2023-01-13 13:44:19"
"II Bogdan D.Ioan Alexandru",,,,RO27310232,,"2023-01-13 13:44:19"
"II Nechita Constantin",,,,16067740,,"2023-01-13 13:44:19"
"Inbal SRL",,,,RO25841610,,"2023-01-13 13:44:19"
"Ingriko International",,,,RO36136292,,"2023-01-13 13:44:19"
"Institutia Prefectului-Judetul Bacau",,,,4455404,,"2023-01-13 13:44:19"
"Lacatusu-Oil SRL",,,,RO30320864,,"2023-01-13 13:44:19"
"Liatex Com SRL",,,,12746498,,"2023-01-13 13:44:19"
"Livalo Com SRL",,,,RO9018885,,"2023-01-13 13:44:19"
"Logotip Copy Center SRL",,,,RO16648328,,"2023-01-13 13:44:19"
"Medicaltest SRL",,,,4014386,,"2023-01-13 13:44:19"
"Midal Services SRL",,,,RO30641589,,"2023-01-13 13:44:19"
"Moldova-N Servicii SRL",,,,RO14932691,,"2023-01-13 13:44:19"
"ND Pharma SRL",,,,RO22082443,,"2023-01-13 13:44:19"
"Negim Com SRL",,,,RO13274733,,"2023-01-13 13:44:19"
"Piazzetta SRL",,,,RO21073072,,"2023-01-13 13:44:19"
"Riana Serv",,,,RO17908752,,"2023-01-13 13:44:19"
"Royal Plast SRL",,,,RO6673413,,"2023-01-13 13:44:19"
"Scorpion International SRL",,,,RO14437197,,"2023-01-13 13:44:19"
"Sitera Development SRL",,,,RO16234032,,"2023-01-13 13:44:19"
"Soc.Civ.Prof.Executori Jud.Ciobanu si Asociatii",,,,31000647,,"2023-01-13 13:44:19"
"Sport Vet SRL",,,,RO14158230,,"2023-01-13 13:44:19"
"Tehnostrade SRL",,,,RO17042060,,"2023-01-13 13:44:19"
"Tenaro Auto SRL",,,,RO29487118,,"2023-01-13 13:44:19"
"Teogen Prod SRL",,,,RO16837890,,"2023-01-13 13:44:19"
"Velisar -Chinovet SRL",,,,RO4724901,,"2023-01-13 13:44:19"
"Vero-Sara SRL",,,,29346062,,"2023-01-13 13:44:19"
"II Marangoci Elena Florinela",,,,20716099,,"2023-01-13 13:44:19"
"Spital Or.''Ioan Lascar''Comanesti",,,,4353056,,"2023-01-13 13:44:19"
"Centrul Medical Sanclinic SRL",,,,37778851,,"2023-01-13 13:44:19"
"Modan Trade SRL",,,,RO27907460,,"2023-01-13 13:44:19"
"Area Glam Events SRL",,,,RO34872128,,"2023-01-13 13:44:19"
"Euromaca SRL",,,,RO18306658,,"2023-01-13 13:44:19"
"Horia & Maria SRL",,,,RO10678869,,"2023-01-13 13:44:19"
"Hotea Impex SRL",,,,RO108321,,"2023-01-13 13:44:19"
"PFA Soane Pavel",,,,29544124,,"2023-01-13 13:44:19"
"Romfelix & Consulting SRL",,,,RO14450650,,"2023-01-13 13:44:19"
"Ulvas SRL",,,,RO15986460,,"2023-01-13 13:44:19"
"Vivitim SRL",,,,RO15048643,,"2023-01-13 13:44:19"
"West Computers SRL",,,,RO22870670,,"2023-01-13 13:44:19"
"Oradea Expres Hotel SRL",,,,RO11121504,,"2023-01-13 13:44:19"
"Mara Tour Felix SRL",,,,RO18355286,,"2023-01-13 13:44:19"
"Profi Engineering SRL",,,,RO26672137,,"2023-01-13 13:44:19"
"Allegria Turism SRL",,,,RO31555494,,"2023-01-13 13:44:19"
"Ardevis SRL",,,,24848459,,"2023-01-13 13:44:19"
"Asociatia Sartiss",,,,RO18502743,,"2023-01-13 13:44:19"
"Autogrand SRL",,,,RO56044,,"2023-01-13 13:44:19"
"Banol Com SRL",,,,RO7142517,,"2023-01-13 13:44:19"
"Bizmed SRL",,,,RO27647093,,"2023-01-13 13:44:19"
Braunstein,,,,RO16754361,,"2023-01-13 13:44:19"
"Capitolium Tours SRL",,,,RO6576836,,"2023-01-13 13:44:19"
"Casa Piratilor",,,,RO17942207,,"2023-01-13 13:44:19"
"Challenge Com SRL",,,,RO6618508,,"2023-01-13 13:44:19"
Constra,,,,RO5707933,,"2023-01-13 13:44:19"
"Coptel SRL",,,,RO28371610,,"2023-01-13 13:44:19"
Cormona,,,,RO9019953,,"2023-01-13 13:44:19"
"Cristib Impex SRL",,,,RO30042636,,"2023-01-13 13:44:19"
Crisul,,,,RO56990,,"2023-01-13 13:44:19"
"Cuib de Barza SRL",,,,30667376,,"2023-01-13 13:44:19"
"Culinar Top SRL",,,,RO23756772,,"2023-01-13 13:44:19"
Dasimpex,,,,RO12586680,,"2023-01-13 13:44:19"
"Delta Oil SRL",,,,RO16729066,,"2023-01-13 13:44:19"
"Dormar Com Prest SRL",,,,RO73681,,"2023-01-13 13:44:19"
"Dorulet Serv Com SRL",,,,"RO 19137964",,"2023-01-13 13:44:19"
"Duo Olivius SRL",,,,RO14372683,,"2023-01-13 13:44:19"
"Emotions Events SRL",,,,32987253,,"2023-01-13 13:44:19"
"GIG Impex SRL",,,,RO57341,,"2023-01-13 13:44:19"
"Grand Bazar Stock House Concept SA",,,,RO30144385,,"2023-01-13 13:44:19"
"II Birta Ferencz",,,,27804562,,"2023-01-13 13:44:19"
"Junelia Com SRL",,,,5679817,,"2023-01-13 13:44:19"
"Karokan SRL",,,,RO17961420,,"2023-01-13 13:44:19"
"Kefren srl",,,,RO54094,,"2023-01-13 13:44:19"
"Luan Vision SRL",,,,RO23801784,,"2023-01-13 13:44:19"
"Marian Romsped SRL",,,,RO439584,,"2023-01-13 13:44:19"
"Marinduc Impex SRL",,,,RO14268160,,"2023-01-13 13:44:19"
"Medetil SRL",,,,RO3458631,,"2023-01-13 13:44:19"
"Medicland RO SRL",,,,RO15268762,,"2023-01-13 13:44:19"
"Mondani SRL",,,,RO15476666,,"2023-01-13 13:44:19"
"Nano&Stone SRL-D",,,,RO35703585,,"2023-01-13 13:44:19"
"Neomed SRL",,,,RO8728108,,"2023-01-13 13:44:19"
"Nevis Trade SRL",,,,RO5795528,,"2023-01-13 13:44:19"
"Oxygen Tour",,,,,,"2023-01-13 13:44:19"
"PF Soane Pavel",,,,RO22016652,,"2023-01-13 13:44:19"
"Parhan Com S.R.L.",,,,RO4491776,,"2023-01-13 13:44:19"
"Pelican Servicii SRL",,,,RO26074770,,"2023-01-13 13:44:19"
"Pigalle&Colors SRL",,,,RO32665304,,"2023-01-13 13:44:19"
"Pod Serv Com",,,,RO4453543,,"2023-01-13 13:44:19"
"Podnet Consulting srl",,,,RO34434624,,"2023-01-13 13:44:19"
"Proges SRL",,,,RO6534725,,"2023-01-13 13:44:19"
"Protours SRL",,,,RO15209790,,"2023-01-13 13:44:19"
"Prurire SRL",,,,RO27086730,,"2023-01-13 13:44:19"
"Retro Garden SRL",,,,RO30250785,,"2023-01-13 13:44:19"
Rodia,,,,,,"2023-01-13 13:44:19"
"Romconex SRL",,,,RO7551791,,"2023-01-13 13:44:19"
Rowa-Dany,,,,RO21359717,,"2023-01-13 13:44:19"
"SAJ Bihor",,,,7551740,,"2023-01-13 13:44:19"
"Sanosil SRL",,,,RO20167438,,"2023-01-13 13:44:19"
"Sernov SRL",,,,RO17447128,,"2023-01-13 13:44:19"
"Sintezis Birotica SRL",,,,RO6390409,,"2023-01-13 13:44:19"
"Sinton Expert SRL",,,,RO18961576,,"2023-01-13 13:44:19"
Sorceti,,,,Ro8629031,,"2023-01-13 13:44:19"
"Spartan Grup SRL",,,,RO27698372,,"2023-01-13 13:44:19"
"Technova SRL",,,,RO13617718,,"2023-01-13 13:44:19"
"The Store Transilvania SRL",,,,RO30874746,,"2023-01-13 13:44:19"
"Tipografia Grafx SRL",,,,RO28250082,,"2023-01-13 13:44:19"
"Topsound SRL",,,,RO16874724,,"2023-01-13 13:44:19"
"Transilvania Complex SA",,,,RO7329966,,"2023-01-13 13:44:19"
"Transilvania Travel Service",,,,RO13037524,,"2023-01-13 13:44:19"
"Turism Felix",,,,RO108526,,"2023-01-13 13:44:19"
"Vama Oradea",,,,,,"2023-01-13 13:44:19"
"Vandana Com SRL",,,,RO3758345,,"2023-01-13 13:44:19"
"Vandana Distribution Group SRL",,,,RO28613862,,"2023-01-13 13:44:19"
"Viking SRL",,,,RO22759290,,"2023-01-13 13:44:19"
"ZCZ Media SRL",,,,RO27799105,,"2023-01-13 13:44:19"
"Mihancea Georgiana Andreea I.I.",,,,RO28266011,,"2023-01-13 13:44:19"
"Aqua Club SRL",,,,RO23378839,,"2023-01-13 13:44:19"
"Dezma auto SRL",,,,RO31691925,,"2023-01-13 13:44:19"
"Madlion Trans SRL",,,,33320729,,"2023-01-13 13:44:19"
"Aba06 SRL",,,,RO35860628,,"2023-01-13 13:44:19"
"Automarc Service",,,,RO5684864,,"2023-01-13 13:44:19"
"Bia si Com SRL",,,,RO5412428,,"2023-01-13 13:44:19"
"Coroana Plaza Hotel SRL",,,,RO39965520,,"2023-01-13 13:44:19"
"Flamenco H&R  SRL",,,,RO6775553,,"2023-01-13 13:44:19"
"Francesca Comserv SRL",,,,RO3095048,,"2023-01-13 13:44:19"
"Integral Service-Trifan SRL",,,,RO10712286,,"2023-01-13 13:44:19"
"Izvorul Lunca Servcom SRL",,,,RO6199051,,"2023-01-13 13:44:19"
"Living Home SRL",,,,RO21662884,,"2023-01-13 13:44:19"
"Lordinu SRL",,,,RO6358351,,"2023-01-13 13:44:19"
"Luctonifrim SRL",,,,RO16782604,,"2023-01-13 13:44:19"
"M GR 1 Biconfex SRL",,,,RO565668,,"2023-01-13 13:44:19"
"Ozana SRL",,,,RO567421,,"2023-01-13 13:44:19"
Prestocim,,,,RO26416236,,"2023-01-13 13:44:19"
"Raal-Medical SRL",,,,32614947,,"2023-01-13 13:44:19"
"Regina SRL",,,,RO563160,,"2023-01-13 13:44:19"
"Tonight SRL",,,,RO14539405,,"2023-01-13 13:44:19"
"Traianus SRL",,,,RO16754450,,"2023-01-13 13:44:19"
"Valybia Com SRL",,,,RO6555272,,"2023-01-13 13:44:19"
"Velvet Styl",,,,RO6602825,,"2023-01-13 13:44:19"
"Ada Motors SRL",,,,RO23252481,,"2023-01-13 13:44:19"
"Arttree Stil SRL",,,,RO25796404,,"2023-01-13 13:44:19"
"Autodisk Com SRL",,,,16124846,,"2023-01-13 13:44:19"
"Capricio Impex SRL",,,,RO5065418,,"2023-01-13 13:44:19"
"Cedarom Trade SRL",,,,RO8321707,,"2023-01-13 13:44:19"
"Costidra Com Prest SRL",,,,RO15048759,,"2023-01-13 13:44:19"
"Creative Cake Desigh SRL",,,,RO31615588,,"2023-01-13 13:44:19"
"DSVSA Braila",,,,4205645,,"2023-01-13 13:44:19"
"Eblis SRL",,,,15762277,,"2023-01-13 13:44:19"
"Eldomir SRL",,,,RO32548363,,"2023-01-13 13:44:19"
"Euro-Car MG SRL",,,,RO7045468,,"2023-01-13 13:44:19"
"Expres Orient Junior SRL",,,,RO15308891,,"2023-01-13 13:44:19"
"Filinvest SRL",,,,RO14639560,,"2023-01-13 13:44:19"
"II Mirea S.Doinita",,,,38264204,,"2023-01-13 13:44:19"
"II Rotaru V Veronica",,,,33002946,,"2023-01-13 13:44:19"
"Irmex SA",,,,RO2267978,,"2023-01-13 13:44:19"
"Livon Trade SRL",,,,RO4588931,,"2023-01-13 13:44:19"
"Logon IT SRL",,,,RO25658304,,"2023-01-13 13:44:19"
"Magrum Trade SRL",,,,RO38639460,,"2023-01-13 13:44:19"
"Man Prest Serv SRL",,,,RO15378609,,"2023-01-13 13:44:19"
"Metchim SA",,,,RO5683419,,"2023-01-13 13:44:19"
"Milion Tranzit SRL",,,,RO14655795,,"2023-01-13 13:44:19"
"Mobiup Distribution SRL",,,,RO26972622,,"2023-01-13 13:44:19"
"Nialsor SRL",,,,15771780,,"2023-01-13 13:44:19"
"Orient Company SRL",,,,RO2238239,,"2023-01-13 13:44:19"
"Patistar SRL",,,,RO17231336,,"2023-01-13 13:44:19"
"Patriot Serv Com SRL",,,,RO3108083,,"2023-01-13 13:44:19"
"Romnav SA",,,,RO2251084,,"2023-01-13 13:44:19"
"Safe Car Service SRL",,,,RO14241513,,"2023-01-13 13:44:19"
"Sanmetdor SRL",,,,15739606,,"2023-01-13 13:44:19"
"Tehno Ice Impex SRL",,,,RO16463761,,"2023-01-13 13:44:19"
"Teva Window Covering SRL",,,,RO16424061,,"2023-01-13 13:44:19"
"Trans Riv SRL",,,,RO8900873,,"2023-01-13 13:44:19"
"Vebratek Trade SRL",,,,RO29069239,,"2023-01-13 13:44:19"
"Viper SRL",,,,"RO 17061282",,"2023-01-13 13:44:19"
"Panait Marius",,,,1.71101E+12,,"2023-01-13 13:44:19"
"Belvedere SRL",,,,RO13643814,,"2023-01-13 13:44:19"
"Consulting Hotels SRL",,,,RO29290735,,"2023-01-13 13:44:19"
"Financial Hotels SRL",,,,RO34884998,,"2023-01-13 13:44:19"
"Gama SRL",,,,RO615200,,"2023-01-13 13:44:19"
"Hotel Rapsodia",,,,RO615308,,"2023-01-13 13:44:19"
"Lux Auto SRL",,,,RO15731360,,"2023-01-13 13:44:19"
"PFA Foca Silviu-Cristian",,,,RO26044884,,"2023-01-13 13:44:19"
"Rec SRL",,,,RO7143660,,"2023-01-13 13:44:19"
"Robymar SRL",,,,15578143,,"2023-01-13 13:44:19"
"Tehnic-Asist SRL",,,,RO9871750,,"2023-01-13 13:44:19"
"Trans Expres SRL",,,,RO5597105,,"2023-01-13 13:44:19"
"Buliga Liviu",,,,1.52081E+12,,"2023-01-13 13:44:19"
"Compania de adm.a dom.Bran SRL",,,,RO25388561,,"2023-01-13 13:44:19"
"House of Wolf",,,,RO16454216,,"2023-01-13 13:44:19"
"II Enescu Liliana",,,,RO19599068,,"2023-01-13 13:44:19"
"Smart Advice SRL",,,,RO15627580,,"2023-01-13 13:44:19"
"VLB Tour SRL",,,,RO15656543,,"2023-01-13 13:44:19"
"Ada-Belle SRL",,,,RO13735527,,"2023-01-13 13:44:19"
"Adrian Turism srl",,,,RO17542740,,"2023-01-13 13:44:19"
"Altius SRL",,,,RO1106353,,"2023-01-13 13:44:19"
"Apatachioae G.Corneliu-Medic pr.Gastroenterologie",,,,26612364,,"2023-01-13 13:44:19"
"Arc Brasov S.R.L.",,,,RO1112975,,"2023-01-13 13:44:19"
"Aro-Palace SA",,,,RO1102041,,"2023-01-13 13:44:19"
"Auto-Kis SRL",,,,RO6587304,,"2023-01-13 13:44:19"
"B Art Restaurante SRL",,,,RO36690998,,"2023-01-13 13:44:19"
"BRP Bombardier SRL",,,,RO16947346,,"2023-01-13 13:44:19"
"Belvedere Horeca SRL",,,,RO31125110,,"2023-01-13 13:44:19"
"Bittner SRL",,,,20873140,,"2023-01-13 13:44:19"
"Boms 2018 SRL",,,,RO40306255,,"2023-01-13 13:44:19"
Cefin,,,,RO7838048,,"2023-01-13 13:44:19"
"Cheile Gradistei",,,,RO3050887,,"2023-01-13 13:44:19"
Combist,,,,RO3946497,,"2023-01-13 13:44:19"
"Corab SRL",,,,RO16980717,,"2023-01-13 13:44:19"
"D&R Company SRL",,,,RO19076751,,"2023-01-13 13:44:19"
"Dotib Invest SRL",,,,RO16249335,,"2023-01-13 13:44:19"
"Estet mod",,,,RO1560749,,"2023-01-13 13:44:19"
"Euro-Tour SRL",,,,RO11371616,,"2023-01-13 13:44:19"
"Fmf Gsm SRL",,,,RO37173620,,"2023-01-13 13:44:19"
Gerbacea,,,,RO19590034,,"2023-01-13 13:44:19"
"Hidraulica SRL",,,,RO10648523,,"2023-01-13 13:44:19"
"II Tintirescu Doina Mirella",,,,26982944,,"2023-01-13 13:44:19"
"ISU''Tara Barsei'' Jud.Brasov",,,,4317541,,"2023-01-13 13:44:19"
"Kobill SRL",,,,RO7914102,,"2023-01-13 13:44:19"
"Liamed SRL",,,,RO10188824,,"2023-01-13 13:44:19"
"Megara SRL",,,,RO16111455,,"2023-01-13 13:44:19"
"Necri San srl",,,,RO7132556,,"2023-01-13 13:44:19"
"Oancea Cristian Iulian",,,,,,"2023-01-13 13:44:19"
"Olin Foods SRL",,,,RO15922238,,"2023-01-13 13:44:19"
"Outex Activities SRL",,,,RO29475270,,"2023-01-13 13:44:19"
"Policlinica de Diagnostic Rapid SA",,,,4164790,,"2023-01-13 13:44:19"
"Prescon Piatra Mare",,,,RO14199400,,"2023-01-13 13:44:19"
"R.B.Corec SRL",,,,RO1104867,,"2023-01-13 13:44:19"
"Radis Com",,,,RO5955637,,"2023-01-13 13:44:19"
"Regalo Glacial",,,,RO1120390,,"2023-01-13 13:44:19"
"Roata Norocului SRL",,,,RO1099086,,"2023-01-13 13:44:19"
"Romnial-Com SRL",,,,RO4687676,,"2023-01-13 13:44:19"
"Rottner Security Romania",,,,RO21537911,,"2023-01-13 13:44:19"
"Secomi-Const SRL",,,,RO13224263,,"2023-01-13 13:44:19"
"Selgros Cash & Carry SRL",,,,RO11805367,,"2023-01-13 13:44:19"
"Sere Codlea",,,,RO1123184,,"2023-01-13 13:44:19"
"Shopforall SRL",,,,RO25573755,,"2023-01-13 13:44:19"
"Sky Dancer Events SRL",,,,RO30344782,,"2023-01-13 13:44:19"
"Smart Tours SRL",,,,RO17013404,,"2023-01-13 13:44:19"
"Spectrum SRL",,,,RO11778726,,"2023-01-13 13:44:19"
"Spital Clinic de boli infectioase Brasov",,,,4384273,,"2023-01-13 13:44:19"
"Spital Clinic de psihiatrie si neurologie Brasov",,,,4317770,,"2023-01-13 13:44:19"
"Spitalul de Pneumoftiziologie Brasov",,,,4443175,,"2023-01-13 13:44:19"
"T.L. Kom Phone Store SRL",,,,RO18055122,,"2023-01-13 13:44:19"
"Tamisa Alex-So SRL",,,,RO34172892,,"2023-01-13 13:44:19"
"Thema Turism SRL",,,,RO16698644,,"2023-01-13 13:44:19"
"Total International Company SRL",,,,RO1092428,,"2023-01-13 13:44:19"
"Valmi Inter Food SRL",,,,RO30515106,,"2023-01-13 13:44:19"
"Vila Maria SRL",,,,RO15627637,,"2023-01-13 13:44:19"
"Vulcanizare Alexim SRL",,,,18654598,,"2023-01-13 13:44:19"
"Exotic Market SRL",,,,RO12562690,,"2023-01-13 13:44:19"
"Spital Municipal Codlea",,,,4317550,,"2023-01-13 13:44:19"
"PF BALEA  DOINA",,,,2.75073E+12,,"2023-01-13 13:44:19"
"Argemina Comimpex",,,,RO4070436,,"2023-01-13 13:44:19"
"Fintinita Craiesei",,,,RO1118919,,"2023-01-13 13:44:19"
"Nitramonia SA",,,,RO1116683,,"2023-01-13 13:44:19"
"Santeravi Med",,,,34731277,,"2023-01-13 13:44:19"
"Asociatia Poarta Dorului",,,,RO18684548,,"2023-01-13 13:44:19"
"Alpin 2003 SRL",,,,RO15895818,,"2023-01-13 13:44:19"
"Edelweiss Poiana Hotel'S srl",,,,RO22069592,,"2023-01-13 13:44:19"
"Eisman SRL",,,,RO10846555,,"2023-01-13 13:44:19"
"Fanda Com SRL",,,,RO6281576,,"2023-01-13 13:44:19"
"Hotel Condor SRL",,,,RO15124910,,"2023-01-13 13:44:19"
"Silva Turism SRL",,,,RO1098048,,"2023-01-13 13:44:19"
"Atrium Hotels Management SRL",,,,RO39328225,,"2023-01-13 13:44:19"
"Dani Drag SRL",,,,RO17381600,,"2023-01-13 13:44:19"
"Lacoli Prodimpex SRL",,,,RO9884202,,"2023-01-13 13:44:19"
"New Hotels SRL",,,,RO29436327,,"2023-01-13 13:44:19"
"Enis Oil  Company",,,,RO28495260,,"2023-01-13 13:44:19"
"Dacor SRL",,,,16879799,,"2023-01-13 13:44:19"
"Decor Alemi SRL",,,,RO23179330,,"2023-01-13 13:44:19"
"Lavinia SRL",,,,RO1091287,,"2023-01-13 13:44:19"
"Li Mercur SRL",,,,RO1129420,,"2023-01-13 13:44:19"
"Floarea Reginei",,,,RO1116683,,"2023-01-13 13:44:19"
"Consiliul Judetean Buzau",,,,3662495,,"2023-01-13 13:44:19"
"DAKO DESIGN SRL",,,,RO17949337,,"2023-01-13 13:44:19"
"Grup Romet SA",,,,RO5959639,,"2023-01-13 13:44:19"
"Miss Ana Maria Prod Impex SRL",,,,RO6677407,,"2023-01-13 13:44:19"
"Scorpion Com 63 SRL",,,,ROR5518853,,"2023-01-13 13:44:19"
"Stingal SA",,,,RO12736796,,"2023-01-13 13:44:19"
"Top Team SRL",,,,RO18525844,,"2023-01-13 13:44:19"
"Promos Invest",,,,RO25805677,,"2023-01-13 13:44:19"
"Top IT Solutions SRL",,,,RO32106655,,"2023-01-13 13:44:19"
"Milexim SRL",,,,RO13814302,,"2023-01-13 13:44:19"
"Anfora Import Export",,,,RO4237418,,"2023-01-13 13:44:19"
"Power Two Impex SRL",,,,RO10429230,,"2023-01-13 13:44:19"
"4 Anotimpuri Turism",,,,RO26403597,,"2023-01-13 13:44:19"
"8IM Soft",,,,RO3221693,,"2023-01-13 13:44:19"
A.S.I.D.U,,,,26377773,,"2023-01-13 13:44:19"
"ABC Ferari Import Export SRL",,,,RO231145,,"2023-01-13 13:44:19"
"ABL & Jasco",,,,RO9046834,,"2023-01-13 13:44:19"
"ADVAN SRL",,,,RO21844657,,"2023-01-13 13:44:19"
"AMP Diagnostics SRL",,,,RO14958187,,"2023-01-13 13:44:19"
"AUTO Mircea SRL",,,,RO303706,,"2023-01-13 13:44:19"
"AUTO Scop SRL",,,,RO654551,,"2023-01-13 13:44:19"
"Abacomp Comert SRL",,,,RO10070020,,"2023-01-13 13:44:19"
"Abellino SRL",,,,RO422952,,"2023-01-13 13:44:19"
"Absolut SRL",,,,RO13182060,,"2023-01-13 13:44:19"
"Acvarom International",,,,RO28911176,,"2023-01-13 13:44:19"
"Adax Com",,,,RO6623610,,"2023-01-13 13:44:19"
"Adrian Costel-Taxi",,,,1.74112E+12,,"2023-01-13 13:44:19"
"Adriserv SRL",,,,RO14812326,,"2023-01-13 13:44:19"
"Ady Spedition",,,,RO1001010,,"2023-01-13 13:44:19"
Aestetics,,,,RO8640368,,"2023-01-13 13:44:19"
"Air Transilvania",,,,RO6894244,,"2023-01-13 13:44:19"
"Alass Group SRL",,,,RO18112201,,"2023-01-13 13:44:19"
"Alex Autoservice SRL",,,,RO243662,,"2023-01-13 13:44:19"
"Alex&George Import Export SRL",,,,RO208738,,"2023-01-13 13:44:19"
"Allofarm SRL",,,,RO24347636,,"2023-01-13 13:44:19"
Alroco,,,,RO10099565,,"2023-01-13 13:44:19"
"Amadi & Comimpex SRL",,,,RO5014031,,"2023-01-13 13:44:19"
Amandoi,,,,RO14358948,,"2023-01-13 13:44:19"
"Antelope SRL",,,,16926670,,"2023-01-13 13:44:19"
"Aquaparadise SRL",,,,Ro24227850,,"2023-01-13 13:44:19"
"Arc Rom Diamonds",,,,RO13828707,,"2023-01-13 13:44:19"
"Argenti Tur",,,,RO19069339,,"2023-01-13 13:44:19"
"Arhiepiscopia Vadului Feleacului si Clujului",,,,4547095,,"2023-01-13 13:44:19"
"Arobs Transilvania Software",,,,RO11291045,,"2023-01-13 13:44:19"
"Art Autoglas",,,,RO19082850,,"2023-01-13 13:44:19"
"Artistic Desert SRL",,,,27923920,,"2023-01-13 13:44:19"
"Ascet Import Export SRL",,,,RO243956,,"2023-01-13 13:44:19"
"Asociatia Little People",,,,RO14920760,,"2023-01-13 13:44:19"
"Asociatia Untold",,,,35297096,,"2023-01-13 13:44:19"
"Asociatia de Proprietari Viva",,,,36197915,,"2023-01-13 13:44:19"
"Asteco Medical S.R.L.",,,,28533291,,"2023-01-13 13:44:19"
"Astra Asigurari",,,,,,"2023-01-13 13:44:19"
Atapi,,,,RO17819825,,"2023-01-13 13:44:19"
Auchan,,,,RO17233051,,"2023-01-13 13:44:19"
"Auto Consult II SRL",,,,24692472,,"2023-01-13 13:44:19"
"Auto Consulting SRL",,,,21957079,,"2023-01-13 13:44:19"
"Auto Matters SRL",,,,RO34179319,,"2023-01-13 13:44:19"
"Auto Mircea SRL",,,,RO303706,,"2023-01-13 13:44:19"
"Auto Moto Velo",,,,RO16056008,,"2023-01-13 13:44:19"
"Auto N&G Service SRL",,,,RO26569426,,"2023-01-13 13:44:19"
"Auto Service SRL",,,,,,"2023-01-13 13:44:19"
"Auto Univers",,,,RO14614566,,"2023-01-13 13:44:19"
"Auto VB SRL",,,,RO17720812,,"2023-01-13 13:44:19"
"Auto Zebra",,,,RO25489655,,"2023-01-13 13:44:19"
"AutoScop srl",,,,RO6654551,,"2023-01-13 13:44:19"
Autodias,,,,RO7849314,,"2023-01-13 13:44:19"
"Automert SRL",,,,RO10082253,,"2023-01-13 13:44:19"
"Automert Trade",,,,RO30603305,,"2023-01-13 13:44:19"
"Autonik Import Export",,,,RO018056,,"2023-01-13 13:44:19"
"Autosel S.R.L.",,,,RO15251086,,"2023-01-13 13:44:19"
"Autotradeserv SRL",,,,18305490,,"2023-01-13 13:44:19"
Autoworld,,,,RO225615,,"2023-01-13 13:44:19"
"Avant Dental SRL",,,,38913042,,"2023-01-13 13:44:19"
"Avocat Axinte Constantin",,,,1.80073E+12,,"2023-01-13 13:44:19"
"Avocat Calin Coroian",,,,,,"2023-01-13 13:44:19"
"Ax Perpetuum Impex SRL",,,,RO6818298,,"2023-01-13 13:44:19"
"BDP Invest SRL",,,,RO26662354,,"2023-01-13 13:44:19"
"BFK SRL",,,,RO15169190,,"2023-01-13 13:44:19"
"BLA SHINE  SRL",,,,RO30981661,,"2023-01-13 13:44:19"
"BN Pop Lenuta",,,,RO19588280,,"2023-01-13 13:44:19"
"BNA Autentica",,,,RO23552705,,"2023-01-13 13:44:19"
"BNP Budusan",,,,RO19265289,,"2023-01-13 13:44:19"
"BNP Budusan",,,,RO19265289,,"2023-01-13 13:44:19"
"BNP Fornade Maria",,,,RO21612800,,"2023-01-13 13:44:19"
"BNP Mihaela Liliana",,,,RO26894753,,"2023-01-13 13:44:19"
"BNP Pausan Delia",,,,RO23115719,,"2023-01-13 13:44:19"
Bacomar,,,,RO4617549,,"2023-01-13 13:44:19"
"Balkan ro",,,,RO7986532,,"2023-01-13 13:44:19"
"Banca Transivania",,,,RO5022670,,"2023-01-13 13:44:19"
Bandi&Rozi,,,,RO20550181,,"2023-01-13 13:44:19"
Baumax,,,,RO17021393,,"2023-01-13 13:44:19"
"Bazar Media",,,,RO17634126,,"2023-01-13 13:44:19"
"Bd Expert",,,,RO16684363,,"2023-01-13 13:44:19"
"Bepa Import Export SRL",,,,231978,,"2023-01-13 13:44:19"
"Best Fly Parking SRL",,,,34661007,,"2023-01-13 13:44:19"
"Beyfin Romania",,,,RO14802160,,"2023-01-13 13:44:19"
Bicrel,,,,ROr5477460,,"2023-01-13 13:44:19"
"Biem Compact",,,,RO8508129,,"2023-01-13 13:44:19"
"Birou Notarial Vlad Mihai",,,,,,"2023-01-13 13:44:19"
"Boldi Ioan PF",,,,1.5909E+12,,"2023-01-13 13:44:19"
"Borde Florin",,,,1.6705E+12,,"2023-01-13 13:44:19"
"Briandra Serv SRL",,,,RO27807291,,"2023-01-13 13:44:19"
"Briza Florii SRL",,,,31643871,,"2023-01-13 13:44:19"
"Briza Florii Serv SRL",,,,32470973,,"2023-01-13 13:44:19"
"Buchet SRL",,,,RO22581265,,"2023-01-13 13:44:19"
