Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"Revizie conform contract ",,,,,,2021-03-22,,,
"Inlocuire modul control PCB si calibrare echipament.",,,,,,2021-03-22,,,
"Verificare Valleylab Force FX PV.1225",,,,,,2021-03-22,,,
"Revizie conform cotract ELIAS PV.1262",,,,,,2021-03-22,,,
"Revizie conform contract PV.1261",,,,,,2021-03-22,,,
"Revizie conform contract. PV1259",,,,,,2021-03-22,,,
"Revizie conform contract.PV.1258 ",,,,,,2021-03-22,,,
"Revizie conform contract PV.1260",,,,,,2021-03-22,,,
"Verificare platforme electrchirurgie  Pv.1467",,,,,,2021-03-22,,,
"Predare echipament Valleylab FT10 PV.1736",,,,,,2021-03-22,,,
"Predare echipament dupa reparatie PV.1716",,,,,,2021-03-22,,,
"Verificare analizor Hematologie Norma Icon 3 ",,,,,,2021-03-22,,,
"Predare Gastat Navi ",,,,,,2021-03-22,,,
"Ridicare echipamant pentru verificare Valleylab FT10",,,,,,2021-03-22,,,
"Predare ventilator Monnal T60",,,,,,2021-03-22,,,
"Predare echipament defect. ",,,,,,2021-03-22,,,
"Predare echipament defect.",,,,,,2021-03-22,,,
"service URIT 3300 - pv 197",,,,,,2021-03-29,,,
"Revizie Pathfast - pv 214",,,,,,2021-03-29,,,
"service Gastat 735 - pv 248",,,,,,2021-03-29,,,
"service Sensititre - pv 278",,,,,,2021-03-29,,,
"service Hemochron - pv 799",,,,,,2021-03-29,,,
"verificari Valleylab - pv 1039",,,,,,2021-03-29,,,
"revizie Pathfast - pv 1038",,,,,,2021-03-29,,,
"Revizie Pathfast - pv 1037",,,,,,2021-03-29,,,
"Revizie Pathfast - pv 1207",,,,,,2021-03-29,,,
"Service Gastat navy - pv 1245",,,,,,2021-03-29,,,
"Revizie Pathfast - pv 1450",,,,,,2021-03-29,,,
"Revizie Pathfast - pv 1449",,,,,,2021-03-29,,,
"Service Gastat navy - pv 1451",,,,,,2021-03-29,,,
"service Pathfast - pv 1583",,,,,,2021-03-29,,,
"verificari Valleylab - pv 1584",,,,,,2021-03-29,,,
"verificari Valleylab - pv 1656",,,,,,2021-03-29,,,
"predare Sensititre - pv 1729",,,,,,2021-03-29,,,
"Erori calibrare Ptf",,,,,,2021-04-01,,,
"Verificare functionare Pth",,,,,,2021-04-01,,,
"Inlocuire seringa pipetare linia 6 Pth",,,,,,2021-04-01,,,
"Eroare M0103 Pth",,,,,,2021-04-01,,,
"Eroare citire card Gastat Navi ",,,,,,2021-04-01,,,
"Predare Gastat Navi dupa reparatie ",,,,,,2021-04-01,,,
"Revizie Hemochron Elite ",,,,,,2021-04-01,,,
"Predare Gastat dupa reparatie ",,,,,,2021-04-09,,,
"Pathfast defect ",,,,,,2021-04-09,,,
"Predare Pathfast dupa reparatie - inlocuit cabluri PMT si BCR",,,,,,2021-04-09,,,
"Revizie Ptf conform contract",,,,,,2021-04-09,,,
"Revizie Ptf conform contract",,,,,,2021-04-09,,,
"revizie electrocautere conform contract",,,,,,2021-04-09,,,
"Inlocuire camera de masura Gastat 735 ",,,,,,2021-04-13,,,
"Preluare Hemochron defect ",,,,,,2021-04-19,,,
"Predare Hemochron dupa reparatie ",,,,,,2021-04-19,,,
"Erori calibrare Ptf linia 4 - ATI",,,,,,2021-04-19,,,
"Inlocuire electrod Ref Gastat ",,,,,,2021-04-19,,,
"Predare Pathfast dupa reparatie ",,,,,,2021-04-19,,,
"Update Vita PCR Pv.1817",,,,,,2021-04-19,,,
"Verificare Gastat 735 PV.1936",,,,,,2021-04-19,,,
"Predare Pathfast dupa reparatie ",,,,,,2021-04-19,,,
"Revizie Pathfast PV.1935",,,,,,2021-04-19,,,
"Preluare in service Valleylab FT10 pv.1890",,,,,,2021-04-19,,,
"Preluare Valleylab FX8 PV.2474",,,,,,2021-04-19,,,
"Revizie conform contract PV.1998",,,,,,2021-04-19,,,
"Verificare electrcauter Valleylab FT10 - Pv.2031",,,,,,2021-04-19,,,
"Preluare ventilator HT 70 pentru verificare ",,,,,,2021-04-19,,,
"Predare analizor Icon 3 ",,,,,,2021-04-19,,,
"Preluare Pathfast UPU Tulcea Pv.1988",,,,,,2021-04-19,,,
"Preluare hematologie Phoenix PV.1988",,,,,,2021-04-19,,,
"Preluare in service biohimie Spotchem PV.1988",,,,,,2021-04-19,,,
"Predare electrocauter Valleylab FX 8 dupa repararie PV.2020",,,,,,2021-04-19,,,
"Predare Hemochron Elite - PV.2112",,,,,,2021-04-19,,,
"Verificare si inlocuire consumabile Gastat  PV.2472",,,,,,2021-04-19,,,
"Verificare Norma Icon 3 PV.2473",,,,,,2021-04-19,,,
"Preluare ventilator Monnal T60 PV.2476",,,,,,2021-04-19,,,
"Verificare analizor Gatat 735.PV 2475",,,,,,2021-04-19,,,
"Revizie Ptf conform contract",,,,,,2021-04-27,,,
"Revizie Valleylab conform contract",,,,,,2021-04-27,,,
"Revizie Ptf conform contract",,,,,,2021-04-27,,,
"Predare Ventilator HT 70",,,,,,2021-04-27,,,
"Eroare FS-L Gastat 735",,,,,,2021-04-27,,,
"service Pathfast",,,,,,2021-05-04,,,
"intretinere Gastat 1830",,,,,,2021-05-04,,,
"service Valleylab FT10",,,,,,2021-05-04,,,
"intretinere Gastat 735",,,,,,2021-05-04,,,
"service Gastat 735",,,,,,2021-05-04,,,
"Upgrade cabluri PMT/BCR",,,,,,2021-05-05,,,
"Proces verbal de predare primire - PV 2391",,,,,,2021-05-05,,,
"Instalare/Punere in functiune/Instruire personal - PV 2396",,,,,,2021-05-05,,,
"Revizie Gastat 735",,,,,,2021-05-18,,,
"Revizie Ptf conform contract",,,,,,2021-05-18,,,
"Revizie Ptf conform contract",,,,,,2021-05-18,,,
"verificare Hemochron - pv 2179",,,,,,2021-05-19,,,
"service valleylab FT10 - PV 2143",,,,,,2021-05-19,,,
"verificari Valleylab - pv 2276",,,,,,2021-05-19,,,
"Revizie Pathfast - pv 2368",,,,,,2021-05-19,,,
"verificari Valleylab - pv 2369",,,,,,2021-05-19,,,
"verificari Valleylab - pv 2487",,,,,,2021-05-19,,,
"verificare valleylab - pv 2488",,,,,,2021-05-19,,,
"verificari Valleylab - pv 2510",,,,,,2021-05-19,,,
"verificari Valleylab - pv 2856",,,,,,2021-05-19,,,
"verificari Valleylab - pv 2855",,,,,,2021-05-19,,,
"verificari Valleylab - pv 3039",,,,,,2021-05-19,,,
"verificari Valleylab - pv 3040",,,,,,2021-05-19,,,
"verificari Monnal T75 - pv 3038",,,,,,2021-05-19,,,
"service Gastat 735 - pv 3435",,,,,,2021-06-03,,,
"Revizie Pathfast - pv 3467",,,,,,2021-06-03,,,
"mentenanta Pathfast",,,,,,2021-06-03,,,
"eroare ventilator Monnal T60",,,,,,2021-06-03,,,
"mentenanta GASTAT 1830",,,,,,2021-06-03,,,
"service Gastat 735",,,,,,2021-06-03,,,
"mentenanta Pathfast",,,,,,2021-06-03,,,
"Service Pathfast",,,,,,2021-06-03,,,
"mentenanta+reparatie ventilator Monnal T60",,,,,,2021-06-03,,,
"Service GASTAT 1830",,,,,,2021-06-03,,,
"mentenanta Pathfast",,,,,,2021-06-03,,,
"service valleylab FT10 - PV 3560",,,,,,2021-06-04,,,
"service valleylab FT10 - PV 3561",,,,,,2021-06-04,,,
"intretinere Hemochron - pv 3698",,,,,,2021-06-14,,,
"Preluare Valleylab defect ",,,,,,2021-06-14,,,
"Inlocuire electrod Ref Gastat ",,,,,,2021-06-14,,,
"Preluare Ptf defect",,,,,,2021-06-14,,,
"Inlocuire Pth defect",,,,,,2021-06-14,,,
"Imprimanta defecta Urit 30",,,,,,2021-06-14,,,
"Inlocuire Ptf defect ",,,,,,2021-06-14,,,
"Predare Icon 3 dupa reparatie ",,,,,,2021-06-14,,,
"Predare Pathfast dupa reparatie ",,,,,,2021-06-14,,,
"Preluare Ptf defect",,,,,,2021-06-14,,,
"Predare Pathfast dupa reparatie ",,,,,,2021-06-14,,,
"Predare Valleylab dupa reparatie",,,,,,2021-06-14,,,
"mentenanta Pathfast - pv 3781",,,,,,2021-06-15,,,
"Mentenanta Pathfast PV 3827",,,,,,2021-06-16,,,
"Mentenanta Pathfast PV 3828",,,,,,2021-06-16,,,
"Mentenanta Pathfast PV 3992",,,,,,2021-06-23,,,
"service Pathfast - pv 3830",,,,,,2021-07-02,,,
"service Hemochron - pv 4054",,,,,,2021-07-02,,,
"service valleylab LS10 - PV 4127",,,,,,2021-07-02,,,
"mentenanta Pathfast - pv 4166",,,,,,2021-07-02,,,
"mentenanta Pathfast - pv 4167",,,,,,2021-07-02,,,
"service GASTAT 1830",,,,,,2021-07-02,,,
"predare Monnal T60",,,,,,2021-07-02,,,
"predare Monnal T60",,,,,,2021-07-02,,,
"service Pathfast",,,,,,2021-07-02,,,
"predare Pathfast",,,,,,2021-07-02,,,
"service GASTAT 1830",,,,,,2021-07-02,,,
"verificare Monnal T60",,,,,,2021-07-02,,,
"Preluare Ptf defect",,,,,,2021-07-14,,,
"Predare Pathfast dupa reparatie ",,,,,,2021-07-14,,,
"Eroare flush Gastat ",,,,,,2021-07-14,,,
"Predare Valleylab dupa reparatie",,,,,,2021-07-14,,,
"Preluare Valleylab defect",,,,,,2021-07-14,,,
"Revizie Valleylab conform contract",,,,,,2021-07-14,,,
"Predare Valleylab dupa revizie ",,,,,,2021-07-14,,,
"Preluare Conmed pentru revizie ",,,,,,2021-07-14,,,
"Predare Conmed dupa revizie ",,,,,,2021-07-14,,,
"Imprimanta defecta Ptf",,,,,,2021-07-14,,,
"Gastat 735 Balotesti ",,,,,,2021-07-14,,,
"Predare Pathfast dupa reparatie ",,,,,,2021-07-14,,,
"Eroare citire cod bare Ptf",,,,,,2021-07-14,,,
"Ecran spart T 60",,,,,,2021-07-14,,,
"Revizie Valleylab conform contract",,,,,,2021-07-14,,,
"Revizie Valleylab conform contract",,,,,,2021-07-14,,,
"Ecran defect Ptf",,,,,,2021-07-14,,,
"Revizie Valleylab conform contract",,,,,,2021-07-14,,,
"Revizie Ptf conform contract",,,,,,2021-07-14,,,
"Revizie Ptf conform contract",,,,,,2021-07-14,,,
"Inlocuire Ptf defect ",,,,,,2021-07-14,,,
"Predare Norma Icon 5 OP dupa reparatie Pv.3844",,,,,,2021-07-15,,,
"Predare Gasta Navi PV.2989",,,,,,2021-07-15,,,
"Predare echipament Hemochron response PV.2988",,,,,,2021-07-15,,,
"Remediere defect sesizat Normal Icon 5  eroare HardClean",,,,,,2021-07-15,,,
"Predare echipament Phoenix Ncc2311 Pv.2539",,,,,,2021-07-15,,,
"Predare analizor Pathfast PV.2538",,,,,,2021-07-15,,,
"Predare echipament Spotchem SP 4430 Pv2537",,,,,,2021-07-15,,,
"Remediere defect Gastat 1835",,,,,,2021-07-15,,,
"Predare ventilator dupa reparatie ",,,,,,2021-07-15,,,
"Predare electrocauter dupa efectuarea reviziei anuale PV.2989",,,,,,2021-07-15,,,
"Revizie conform contract PV.3457",,,,,,2021-07-15,,,
"Revizie conform contract. PV.3456",,,,,,2021-07-15,,,
"Revizie conform contract Pv.3455",,,,,,2021-07-15,,,
"Revizie conform contract Pv.3454",,,,,,2021-07-15,,,
"Revizie conform contract PV.3453",,,,,,2021-07-15,,,
"Revizie conform contract PV.3452",,,,,,2021-07-15,,,
"Revizie conform contract PV.3451",,,,,,2021-07-15,,,
"Revizie conform contract PV.3450",,,,,,2021-07-15,,,
"Revizie conform contract PV.3458",,,,,,2021-07-15,,,
"Ridicare echipament pentru verificare si reparatie.PV.3126",,,,,,2021-07-15,,,
"Ridicare echipament pentru verificare. ",,,,,,2021-07-15,,,
"Constatare defect si verificare echipament. PV.3220",,,,,,2021-07-15,,,
"Preluare in service Pv.2645",,,,,,2021-07-15,,,
"Predare ventilator dupa reparatie.PV.2584",,,,,,2021-07-15,,,
"Inlocuire senzor O2.PV.2582",,,,,,2021-07-15,,,
"Predare Norma Icon 3 dupa reparatie Pv.3124",,,,,,2021-07-15,,,
"Revizie conform contract ",,,,,,2021-07-15,,,
"Revizie conform contract",,,,,,2021-07-15,,,
"Revizie conform contract ",,,,,,2021-07-15,,,
"Predare ventilator dupa reparatie PV.3825",,,,,,2021-07-15,,,
"Predare echipament dupa reparatie. Pv.4517",,,,,,2021-07-15,,,
"Revizie conform contract. Pv.4524",,,,,,2021-07-15,,,
"Revizie conform contract. PV.4523",,,,,,2021-07-15,,,
"Revizie conform contract. Pv.4522",,,,,,2021-07-15,,,
"Revizie conform contract Pv.4521",,,,,,2021-07-15,,,
"Revizie conform contract PV.4520",,,,,,2021-07-15,,,
"Revizie conform contract. Pv.4518",,,,,,2021-07-15,,,
"Revizie conform contract PV.4519",,,,,,2021-07-15,,,
"Predare echipament dupa reparatie si verificare Pv.4525",,,,,,2021-07-15,,,
"Preluare echipament in service pentru verificare PV.4526",,,,,,2021-07-15,,,
"Inlocuire sursa de joasa putere PV.4527",,,,,,2021-07-15,,,
"Inlocuire echipament defect Pv.4528",,,,,,2021-07-15,,,
"Preluare echipament Valleylab FORCETRIAD pentru revizie PV.4529",,,,,,2021-07-16,,,
"Verificare Valleylab  FT10 PV.4533",,,,,,2021-07-16,,,
"Ridicare echipament defect Monnal T60 PV.4534",,,,,,2021-07-16,,,
"Ridicare ventilator pentru reparatie PV.4535",,,,,,2021-07-16,,,
"Verificare ventilator si inlocuire senzor O2 PV.4532",,,,,,2021-07-16,,,
"Verificare ventilator si inlocuire consumabile Pv.4531",,,,,,2021-07-16,,,
"Predare echipament dupa efectuarea reviziei Pv.4281",,,,,,2021-07-16,,,
"Verificare Gastat 735",,,,,,2021-07-16,,,
"Verificare Gastat 735",,,,,,2021-07-16,,,
"Verificare si calibrare echipament Pathfast Pv.4514",,,,,,2021-07-16,,,
"Verificare Norma ICON 5 OP PV.4610",,,,,,2021-07-21,,,
"Ridicare ventilator pentru reparatie PV.4572",,,,,,2021-07-21,,,
"Ridicare analizor Pahtfast pentru reparatie Pv.4638",,,,,,2021-07-21,,,
"Verificare echipamente si inlocuire filtre interne AIRPURA PV.4636",,,,,,2021-07-21,,,
"Predare ventilator reparat Pv.4637",,,,,,2021-07-21,,,
"Cerere revizie PATHFAST PV - 1903",,,,,,2021-07-27,,,
"Revizie periodica PATHFAST PV - 2041",,,,,,2021-07-27,,,
"Revizie periodica PATHFAST PV - 2042",,,,,,2021-07-27,,,
"Revizie periodica PATHFAST PV - 2040",,,,,,2021-07-27,,,
"Revizie periodica Valleylab PV - 2128",,,,,,2021-07-27,,,
"Revizie periodica Valleylab PV - 2129",,,,,,2021-07-27,,,
"Revizie periodica PATHFAST PV - 2130",,,,,,2021-07-27,,,
"Revizie periodica Electrocautere Bacau PV - 1938",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 2323",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 2324",,,,,,2021-07-27,,,
"Revizie periodica Hemochrom PV - 2712",,,,,,2021-07-27,,,
"Revizie periodica Versatrek PV - 2711",,,,,,2021-07-27,,,
"Revizie periodica PATHFAST PV - 2710",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 2607",,,,,,2021-07-27,,,
"Interventie Gastat PV - 2948",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3113",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3154",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3321",,,,,,2021-07-27,,,
"Revizie periodica PATHFAST PV - 3465",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3683",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3795",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3794",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3799",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 4381",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 3985",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 4421",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 4500",,,,,,2021-07-27,,,
"Interventie Pathfast PV - 4629",,,,,,2021-07-27,,,
"mentenanta Pathfast",,,,,,2021-08-03,,,
"mentenanta Pathfast",,,,,,2021-08-03,,,
"mentenanta Pathfast",,,,,,2021-08-03,,,
"service VitaPCR",,,,,,2021-08-03,,,
"Service ventilator Monnal T60",,,,,,2021-08-03,,,
"service si mentenanta Gastat",,,,,,2021-08-03,,,
"service si mentenanta Gastat",,,,,,2021-08-03,,,
"service Hemochron",,,,,,2021-08-03,,,
"Upgrade cabluri PMT/BCR",,,,,,2021-08-05,,,
"service Pathfast - pv 4960",,,,,,2021-08-11,,,
"mentenanta Pathfast - pv 5000",,,,,,2021-08-11,,,
"service Pathfast - pv 5186",,,,,,2021-08-17,,,
"service Pathfast - pv 5166",,,,,,2021-08-17,,,
"verificari Valleylab - pv 5291",,,,,,2021-08-24,,,
"mentenanta Pathfast - pv 5466",,,,,,2021-08-30,,,
"service Gastat",,,,,,2021-09-06,,,
"mentenanta Pathfast",,,,,,2021-09-06,,,
"nebulizator Maxibio",,,,,,2021-09-06,,,
"service Maxibio",,,,,,2021-09-06,,,
"service Gastat 735",,,,,,2021-09-06,,,
"mentenanta Pathfast - pv 5546",,,,,,2021-09-06,,,
"mentenanta Pathfast - pv 5547",,,,,,2021-09-06,,,
"service nebulizator - PV 5545",,,,,,2021-09-06,,,
"mentenanta Pathfast - pv 5467",,,,,,2021-09-06,,,
"mentenanta Pathfast ATI - pv 5583",,,,,,2021-09-06,,,
"mentenanta Pathfast ATI1 - pv 5583",,,,,,2021-09-06,,,
"Verificare Gastat 735 Balotesti",,,,,,2021-09-20,,,
"Predare ventilator Monnal T60 dupa reparatie Pv.5758",,,,,,2021-09-20,,,
"Verificare ventilator Monnal T60 ",,,,,,2021-09-20,,,
"Verificare ventilator Monnal T60",,,,,,2021-09-20,,,
"Verificare ventilator Monnal T60",,,,,,2021-09-20,,,
"Verificare ventilator Monnal T60",,,,,,2021-09-20,,,
"Verificare ventilator Monnal T60",,,,,,2021-09-20,,,
"Verificare ventilator ",,,,,,2021-09-20,,,
"Predare ventilator dupa repareatie. PV.5190",,,,,,2021-09-20,,,
"Predare Normal dupa reparatie",,,,,,2021-09-20,,,
"Remediere defect sesizat Gastat 735",,,,,,2021-09-20,,,
"Ridicare echipamente Pathfast pentru reparatie ",,,,,,2021-09-20,,,
"Predare electrocauter dupa reparatie ",,,,,,2021-09-20,,,
"Predare dupa reparatie Norma Sf. Stelian",,,,,,2021-09-20,,,
"Verificare si curatare Pathfast PV.5162",,,,,,2021-09-20,,,
"Ridicare ventilator defect",,,,,,2021-09-20,,,
"Predare ventilator dupa reparatie PV.5161",,,,,,2021-09-20,,,
"Predare analizor Pathfast dupa reparatie Pv.4609",,,,,,2021-09-20,,,
"Verificare si curatare analizor Pathfast PV.4706",,,,,,2021-09-20,,,
"Predare ventilator dupa reparatie. PV.4637",,,,,,2021-09-20,,,
"Verificare analizor GASTAT 735 ",,,,,,2021-09-20,,,
"Ridicare electrocauter Valleylab FT10 Pv.5285",,,,,,2021-09-20,,,
"Ridicare ventilator Monnal T60 ",,,,,,2021-09-21,,,
"Predare echipament dupa verificare PV.5274",,,,,,2021-09-21,,,
"Verificare ventilator Monnal T60",,,,,,2021-09-21,,,
"Inlocuire senzor O2 ventilator Monnal T60 Pv.5319",,,,,,2021-09-21,,,
"Predare electrcauter dupa reparatie Pv.5313",,,,,,2021-09-21,,,
"Predare Pathast dupa reapatie Pv.5312",,,,,,2021-09-21,,,
"Verificare Gastat 735 si inlocuire consumabile",,,,,,2021-09-21,,,
"Verificare Gastat 735 ",,,,,,2021-09-21,,,
"Inlocuire consumabile Gastat 735 ",,,,,,2021-09-21,,,
"Ridicare Gastat Navi pentru verificare",,,,,,2021-09-21,,,
"Ridicare ventilator pentru verificare ",,,,,,2021-09-21,,,
"Predare Pathfast dupa reparatie. Pv.5731",,,,,,2021-09-21,,,
"mentenanta Pathfast",,,,,,2021-10-04,,,
"mentenanta Pathfast",,,,,,2021-10-04,,,
"mentenanta Gastat 1830",,,,,,2021-10-04,,,
"mentenanta Pathfast",,,,,,2021-10-04,,,
"service Pathfast",,,,,,2021-10-04,,,
"service Pathfast",,,,,,2021-10-04,,,
"mentenanta Pathfast",,,,,,2021-10-04,,,
"mentenanta Pathfast",,,,,,2021-10-04,,,
"service Pathfast 1403C2086",,,,,,2021-10-04,,,
"Service Hemochron",,,,,,2021-10-04,,,
"service Hemochrone Signature Elite",,,,,,2021-10-04,,,
"service Pathfast - pv 5875",,,,,,2021-10-08,,,
"mentenanta Pathfast - pv 5874",,,,,,2021-10-08,,,
"service valleylab TRIAD - PV 6097",,,,,,2021-10-08,,,
"Mentenanta GASTAT 1830",,,,,,2021-11-02,,,
"service GASTAT 735",,,,,,2021-11-02,,,
"service Gastat 735",,,,,,2021-11-02,,,
"Predare electrocauter Valleylab FX8  Pv.7019",,,,,,2021-11-08,,,
"Verificare echipamente ForceTRIAD, Warmtouch",,,,,,2021-11-08,,,
"Ridicare echipament electrochirurgie Valleylab FT10",,,,,,2021-11-08,,,
"Calibrare analizor Pathfast ",,,,,,2021-11-08,,,
"Predare echipament dupa reparatie. PV.6001",,,,,,2021-11-08,,,
"Ridicare ventilator Monnal T75 ",,,,,,2021-11-08,,,
"Verificare cockpit UNYVERO",,,,,,2021-11-08,,,
"Predare echipament Valleylab Force EZ dupa reparatie.",,,,,,2021-11-08,,,
"Verificare analizor Verify Now. PV.6541",,,,,,2021-11-08,,,
"Predare PATHFAST dupa reparatie si verifiare. PV.6542",,,,,,2021-11-08,,,
"Verificare echipamente GASTAT 735, inlocuire consumabile. PV.6922",,,,,,2021-11-08,,,
"Calibrare PATHFAST Pv.6921",,,,,,2021-11-08,,,
"Ridicare analizor PATHFAST Pv.6829",,,,,,2021-11-08,,,
"Predare echipament PATHFAST PV.6829",,,,,,2021-11-08,,,
"Verificare ventilatoare si inlocuire consumabile PV.6964",,,,,,2021-11-08,,,
"Predare alimentator Monnal T60 ",,,,,,2021-11-08,,,
"Efectuare revizie lunara Electrocautere Bo Constanta ",,,,,,2021-11-08,,,
"Revizie periodica PATHFAST PV - 3464",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 3466",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 3465",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 3714",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 3715",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 3713",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 4449",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 4450",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 4382",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 5273",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 5280",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 5281",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 6042",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 6029",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 5837",,,,,,2021-11-11,,,
"Revizie periodica Electrocautere Bacau PV - 6901",,,,,,2021-11-11,,,
"Interventie hemochrom PV - 7246",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 7247",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 7245",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 7152",,,,,,2021-11-11,,,
"Revizie Force Triad PV - 6857",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 6858",,,,,,2021-11-11,,,
"Revizie periodica Force Triad PV - 2165",,,,,,2021-11-11,,,
"Revizie periodica PATHFAST PV - 2164",,,,,,2021-11-11,,,
"Revizie periodica electrocauter PV - 6989",,,,,,2021-11-11,,,
"Interventie Gastat PV - 6972",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 6900",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 6818",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 6817",,,,,,2021-11-11,,,
"Interventie Gastat PV - 6481",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 6616",,,,,,2021-11-11,,,
"Interventie Gastat PV - 6334",,,,,,2021-11-11,,,
"Interventie Gastat PV - 5862",,,,,,2021-11-11,,,
"Interventie hemochrom ",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 5573",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 5572",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 5553",,,,,,2021-11-11,,,
"Interventie Pathfast PV - 5549",,,,,,2021-11-11,,,
"Interventie Electrocauter PV - 5504",,,,,,2021-11-11,,,
"Interventie hemochrom PV - 5477",,,,,,2021-11-12,,,
"Interventie Pathfast PV - 5183",,,,,,2021-11-12,,,
"Interventie valleylab FT10 PV - 5151",,,,,,2021-11-12,,,
"Preluare electrocauter",,,,,,2021-11-17,,,
"Predare electrocauter ",,,,,,2021-11-17,,,
"Preluare Hemochron",,,,,,2021-11-17,,,
"Predare Hemochron ",,,,,,2021-11-17,,,
"Predare clapeta proba Gastat ",,,,,,2021-11-17,,,
"Revizie electrocautere ",,,,,,2021-11-17,,,
"Preluare Pathfast defect ",,,,,,2021-11-17,,,
"Predare Pathfast ",,,,,,2021-11-17,,,
"Versa Trek defect ",,,,,,2021-11-17,,,
"Predare sursa Versa trek",,,,,,2021-11-17,,,
"Pedala monopolar defecta ",,,,,,2021-11-17,,,
"Norma Icon 3 defect ",,,,,,2021-11-17,,,
"Interventie hemochrom PV - 7939",,,,,,2021-11-19,,,
"Interventie Pathfast PV - 7444",,,,,,2021-11-19,,,
"Interventie Electrocauter PV - 7468",,,,,,2021-11-19,,,
"Ridicare echipament Pathfast pv. 7577",,,,,,2021-11-25,,,
"Inlocuire sursa de alimentare Valleylab ForceTriad PV.7619",,,,,,2021-11-26,,,
"Preluare echipament PATHFAST in service PV.7744",,,,,,2021-11-26,,,
"Instalare Pathfast Pv.7168",,,,,,2021-11-26,,,
"Predare ventilator Monnal T60 dupa verificare. Pv.7167",,,,,,2021-11-26,,,
"Predare PATHFAST dupa revizie Pv.7212",,,,,,2021-11-26,,,
"Verificare ventilator si constatare defect Pv.7746",,,,,,2021-11-26,,,
"Predare Pathfast ",,,,,,2021-11-26,,,
"Predare ventilator Monnal T60 Pv.7745",,,,,,2021-11-26,,,
"service valleylab TRIAD - PV 6269",,,,,,2021-11-26,,,
"Predare ventilator Monnal T75 Pv.7745",,,,,,2021-11-26,,,
"service valleylab TRIAD - PV 6986",,,,,,2021-11-26,,,
"service valleylab TRIAD - PV 7584",,,,,,2021-11-26,,,
"Revizie Pathfast ",,,,,,2021-11-26,,,
"Predare echipament Valleylab FX8 Pv.7559",,,,,,2021-11-26,,,
"Revizie electrocautere ",,,,,,2021-11-26,,,
"Verificare Pathfast si remediere defect. PV.7747",,,,,,2021-11-26,,,
